pathway	description	X18S_1_10_S10_L001	X18S_1_11_S11_L001	X18S_1_12_S12_L001	X18S_1_13_S13_L001	X18S_1_14_S14_L001	X18S_1_15_S15_L001	X18S_1_16_S16_L001	X18S_1_17_S17_L001	X18S_1_18_S18_L001	X18S_1_19_S19_L001	X18S_1_1_S1_L001	X18S_1_20_S20_L001	X18S_1_21_S21_L001	X18S_1_22_S22_L001	X18S_1_23_S23_L001	X18S_1_24_S24_L001	X18S_1_25_S25_L001	X18S_1_26_S26_L001	X18S_1_27_S27_L001	X18S_1_28_S28_L001	X18S_1_29_S29_L001	X18S_1_2_S2_L001	X18S_1_30_S30_L001	X18S_1_31_S31_L001	X18S_1_32_S32_L001	X18S_1_33_S33_L001	X18S_1_34_S34_L001	X18S_1_35_S35_L001	X18S_1_36_S36_L001	X18S_1_37_S37_L001	X18S_1_38_S38_L001	X18S_1_39_S39_L001	X18S_1_3_S3_L001	X18S_1_40_S40_L001	X18S_1_41_S41_L001	X18S_1_42_S42_L001	X18S_1_43_S43_L001	X18S_1_44_S44_L001	X18S_1_45_S45_L001	X18S_1_46_S46_L001	X18S_1_47_S47_L001	X18S_1_48_S48_L001	X18S_1_49_S49_L001	X18S_1_4_S4_L001	X18S_1_50_S50_L001	X18S_1_51_S51_L001	X18S_1_52_S52_L001	X18S_1_53_S53_L001	X18S_1_54_S54_L001	X18S_1_55_S55_L001	X18S_1_56_S56_L001	X18S_1_57_S57_L001	X18S_1_58_S58_L001	X18S_1_59_S59_L001	X18S_1_5_S5_L001	X18S_1_6_S6_L001	X18S_1_7_S7_L001	X18S_1_8_S8_L001	X18S_1_9_S9_L001
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	14845.7497	48849.0256	13907.9993	59231.8974	52332.9231	13631.7835	24996.5128	26631.2821	18566.8718	22740.1026	11071.7192	59859.4982	98511.4872	31726.2564	27979.4872	32737.7429	14237.8983	31227.5897	23816.4103	69195.0769	35926.2327	7345.7436	35684.9821	73041.1282	15664	30198.0216	12433.4352	19900.7064	20726.2564	61126.1538	38842.9744	80116.1026	29715.7949	12639.0357	14426.359	22036.9935	5049.8462	157459.0769	25283.6916	129378.0513	15747.4872	149284.1026	11803.2821	48578.2564	34695.6923	15377.4219	8936.5128	8552.9231	15472.8198	36756.9231	67910.6801	8886.947	10773.6076	4551.9107	11255.9369	18668.3005	36793.1269	38602.1532	15950.1517
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	0	0	0	0	0	0	0	0	0	0	0	24.9202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	13879.0327	47234.1818	13447.8843	57273.8182	50602.9091	12711.0301	24170.1818	25750.9091	17953.0909	21988.3636	10351.6697	57767.7503	95254.9091	30677.4545	27054.5455	31655.157	13552.3589	30195.2727	23029.0909	66907.6364	34729.2359	7102.9091	34353.0433	70626.5455	15146.1818	29040.0074	12022.0661	18446.8002	20041.0909	59105.4545	37558.9091	77467.6364	28733.4545	12035.3707	13949.4545	20993.1705	4882.9091	152253.8182	24447.5207	125101.0909	15226.9091	144349.0909	11413.0909	46972.3636	33548.7273	14798.3136	8641.0909	8270.1818	14960.9752	35541.8182	65338.8613	8451.2834	10198.4782	4057.691	10596.7563	18048.0488	35576.1322	37325.7025	15421.8346
PWY-5484	glycolysis II (from fructose 6-phosphate)	14663.8953	46761.84	13314.0816	56701.08	50096.88	13496.068	23928.48	25493.4	17773.56	21768.48	10935.2329	57410.459	94302.36	30370.68	26784	31339.2816	13834.7582	29893.32	22798.8	66238.56	34400.1944	7031.88	34306.3523	69920.28	14994.72	29060.9194	11902.5216	19806.2927	19840.68	58514.4	37183.32	76692.96	28446.12	12276.5208	13809.96	21396.652	4834.08	150731.28	24203.7216	123850.08	15074.64	142905.6	11298.96	46502.64	33213.24	14788.2684	8554.68	8187.48	14812.0416	35186.4	65322.5369	8642.6921	10522.0495	4684.525	11048.3078	17873.6525	35221.7232	36953.1216	15269.6446
PWY-5509	"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I"	0	0	0	0	0	0	0	0	0	0	0	9.6445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5659	GDP-mannose biosynthesis	15693.0882	49483.4286	14089.0612	60001.1429	53012.5714	14459.5923	25321.1429	26977.1429	18808	23035.4286	11702.2877	60778.4435	99790.8571	32138.2857	28342.8571	33163.3469	14705.3577	31633.1429	24125.7143	70093.7143	36404.6523	7441.1429	36343.2135	73989.7143	15867.4286	30795.0669	12595.3469	21277.8133	20995.4286	61920	39347.4286	81156.5714	30101.7143	13047.3258	14613.7143	22737.014	5115.4286	159504	25612.4898	131058.2857	15952	151222.8571	11956.5714	49209.1429	35146.2857	15667.7289	9052.5714	8664	15674.2041	37234.2857	69211.3157	9189.3591	11205.4283	5146.281	11790.0656	18914.6937	37271.8367	39103.9184	16158.6122
PWY-5667	CDP-diacylglycerol biosynthesis I	16546.0938	51957.6	14793.56	63001.2	55663.2	15250.5363	26587.2	28326	19748.4	24187.2	12338.2348	63833.8317	104780.4	33745.2	29760	34821.56	15470.1081	33214.8	25332	73598.4	38226.1197	7813.2	38180.6864	77689.2	16660.8	32356.1842	13225.16	22458.5548	22045.2	65016	41314.8	85214.4	31606.8	13725.1667	15344.4	23917.0429	5371.2	167479.2	26893.16	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16460.5631	9505.2	9097.2	16457.96	39096	72715.5417	9668.3399	11796.1664	5459.534	12420.0697	19860.8399	39135.52	41059.16	16966.68
PWY-5686	UMP biosynthesis	16515.5365	51957.6	14793.54	63001.2	55663.2	15220.1026	26587.2	28326	19748.4	24187.2	12315.5106	63825.8094	104780.4	33745.2	29760	34821.54	15457.0769	33214.8	25332	73598.4	38225.5794	7813.2	38171.774	77689.2	16660.8	32346.8038	13225.14	22406.0376	22045.2	65016	41314.8	85214.4	31606.8	13713.9099	15344.4	23897.9684	5371.2	167479.2	26893.14	137611.2	16749.6	158784	12554.4	51669.6	36903.6	16456.4168	9505.2	9097.2	16457.94	39096	72696.3778	9659.7102	11782.6526	5433.7974	12402.0426	19860.6599	39135.48	41059.14	16966.62
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	17948.1681	57730.6667	16437	70001.3333	61848	16510.7452	29541.3333	31473.3333	21942.6667	26874.6667	13384.6235	70832.6911	116422.6667	37494.6667	33066.6667	38690.3333	17001.8578	36905.3333	28146.6667	81776	42465.6622	8681.3333	42294.4674	86321.3333	18512	35816.1034	14694.3333	24205.722	24494.6667	72240	45905.3333	94682.6667	35118.6667	15088.4952	17049.3333	26300.4694	5968	186088	29881	152901.3333	18610.6667	176426.6667	13949.3333	57410.6667	41004	18229.7318	10561.3333	10108	18286.3333	43440	80518.7596	10618.7001	12913.1263	5702.3349	13542.0995	22064.999	43483.3333	45621	18850.9999
PWY-5705	allantoin degradation to glyoxylate III	0	0	0	0	0	0	0	0	0	0	0	4.7999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5747	2-methylcitrate cycle II	12424	43298	12327	52501	46386	11358	22156	23605	16457	20156	9267	52880.6	87317	28121	24800	29017	12285	27679	21110	61332	31829	6511	31391	64741	13884	26516	11020	16416	18371	54180	34429	71012	26339	10913	12787	19041	4476	139566	22410	114676	13958	132320	10462	43058	30753	13519	7921	7581	13714	32580	59681	7656	9209	3517	9532	16542	32611	34215	14136
PWY-5837	"1,4-dihydroxy-2-naphthoate biosynthesis I"	0	0	0	0	0	0	0	0	0	0	0	3.8769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5838	superpathway of menaquinol-8 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	5.9584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5840	superpathway of menaquinol-7 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	5.9538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5845	superpathway of menaquinol-9 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	5.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5850	superpathway of menaquinol-6 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	5.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	14551.8877	48108.8889	13697.2222	58334.4444	51540	13357.1277	24617.7778	26227.7778	18285.5556	22395.5556	10852.6946	58935.7336	97018.8889	31245.5556	27555.5556	32241.6667	13991.1593	30754.4444	23455.5556	68146.6667	35380.5499	7234.4444	35122.3698	71934.4444	15426.6667	29717.4655	12245	19483.724	20412.2222	60200	38254.4444	78902.2222	29265.5556	12420.7126	14207.7778	21657.5929	4973.3333	155073.3333	24900.5555	127417.7778	15508.8889	147022.2222	11624.4444	47842.2222	34170	15134.2382	8801.1111	8423.3333	15238.3333	36200	66834.6522	8731.8139	10578.7316	4432.7542	11043.8701	18384.9988	36235.5555	38017.2222	15708.3332
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	14551.8877	48108.8889	13697.2222	58334.4444	51540	13357.1277	24617.7778	26227.7778	18285.5556	22395.5556	10852.6946	58935.7336	97018.8889	31245.5556	27555.5556	32241.6667	13991.1593	30754.4444	23455.5556	68146.6667	35380.5499	7234.4444	35122.3698	71934.4444	15426.6667	29717.4655	12245	19483.724	20412.2222	60200	38254.4444	78902.2222	29265.5556	12420.7126	14207.7778	21657.5929	4973.3333	155073.3333	24900.5555	127417.7778	15508.8889	147022.2222	11624.4444	47842.2222	34170	15134.2382	8801.1111	8423.3333	15238.3333	36200	66834.6522	8731.8139	10578.7316	4432.7542	11043.8701	18384.9988	36235.5555	38017.2222	15708.3332
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	14551.8877	48108.8889	13697.2222	58334.4444	51540	13357.1277	24617.7778	26227.7778	18285.5556	22395.5556	10852.6946	58935.7336	97018.8889	31245.5556	27555.5556	32241.6667	13991.1593	30754.4444	23455.5556	68146.6667	35380.5499	7234.4444	35122.3698	71934.4444	15426.6667	29717.4655	12245	19483.724	20412.2222	60200	38254.4444	78902.2222	29265.5556	12420.7126	14207.7778	21657.5929	4973.3333	155073.3333	24900.5555	127417.7778	15508.8889	147022.2222	11624.4444	47842.2222	34170	15134.2382	8801.1111	8423.3333	15238.3333	36200	66834.6522	8731.8139	10578.7316	4432.7542	11043.8701	18384.9988	36235.5555	38017.2222	15708.3332
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	3.7161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	3.9724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	3.7161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5863	superpathway of phylloquinol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	4.4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5896	superpathway of menaquinol-10 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	5.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5897	superpathway of menaquinol-11 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	5.5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5898	superpathway of menaquinol-12 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	5.5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5899	superpathway of menaquinol-13 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	5.5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5913	TCA cycle VI (obligate autotrophs)	13092.486	43298	12327.5	52501	46386	12016.9194	22156	23605	16457	20156	9764.2998	53054.7793	87317	28121	24800	29017.5	12591.1743	27679	21110	61332	31842.4943	6511	31609.9619	64741	13884	26745.4964	11020.5	17526.4365	18371	54180	34429	71012	26339	11177.9094	12787	19490.626	4476	139566	22410.5	114676	13958	132320	10462	43058	30753	13620.7287	7921	7581	13714.5	32580	60150.7729	7858.0245	9519.6546	3981.7387	9937.4846	16546.4988	32612	34215.5	14137.4998
PWY-5918	superpathay of heme biosynthesis from glutamate	13529.2594	43298	12327.8	52501	46386	12450.2918	22156	23605	16457	20156	10089.1514	53140.2098	87317	28121	24800	29017.8	12782.3155	27679	21110	61332	31850.5963	6511	31742.8115	64741	13884	26885.111	11020.8	18267.8582	18371	54180	34429	71012	26339	11343.1197	12787	19770.7406	4476	139566	22410.8	114676	13958	132320	10462	43058	30753	13682.5041	7921	7581	13714.8	32580	60436.2033	7984.4393	9716.3155	4324.613	10197.7682	16549.1992	32612.6	34215.8	14138.3999
PWY-5973	cis-vaccenate biosynthesis	21207.2787	67653.125	19262.2168	82032.8125	72478.125	19522.8963	34618.75	36882.8125	25714.0625	31493.75	15814.6822	83039.5358	136432.8125	43939.0625	38750	45340.3418	19996.033	43248.4375	32984.375	95831.25	49767.3515	10173.4375	49612.0775	101157.8125	21693.75	42022.8746	17220.0293	28670.1546	28704.6875	84656.25	53795.3125	110956.25	41154.6875	17743.9649	19979.6875	30926.072	6993.75	218071.875	35016.9043	179181.25	21809.375	206750	16346.875	67278.125	48051.5625	21385.4277	12376.5625	11845.3125	21429.4043	50906.25	94461.7729	12491.5355	15207.9514	6842.1674	15971.1904	25858.3882	50957.2461	53462.2168	22091.3378
PWY-5989	stearate biosynthesis II (bacteria and plants)	21892.3358	70212.973	19990.9876	85136.7568	75220.5405	20143.8555	35928.6486	38278.3784	26687.027	32685.4054	16325.8058	86158.4151	141595.1351	45601.6216	40216.2162	47055.8524	20705.0327	44884.8649	34232.4324	99457.2973	51648.5519	10558.3784	51457.7645	104985.4054	22514.5946	43579.6455	17871.5281	29548.4621	29790.8108	87859.4595	55830.8108	115154.5946	42711.8919	18374.2809	20735.6757	32026.7239	7258.3784	226323.2432	36341.7984	185961.0811	22634.5946	214572.973	16965.4054	69823.7838	49869.7297	22179.9241	12844.8649	12293.5135	22240.1768	52832.4324	97968.101	12932.5793	15733.2454	6988.7019	16507.5842	26836.1845	52885.2184	55485.0416	22927.0167
PWY-6071	superpathway of phenylethylamine degradation	0	0	0	0	0	0	0	0	0	0	0	5.2722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	14098.2569	43298	12328.2	52501	46386	13014.2324	22156	23605	16457	20156	10512.3617	53269.8075	87317	28121	24800	29018.2	13033.8963	27679	21110	61332	31861.3963	6511	31919.2332	64741	13884	27070.3459	11021.2	19230.5512	18371	54180	34429	71012	26339	11560.6324	12787	20139.6432	4476	139566	22411.2	114676	13958	132320	10462	43058	30753	13764.5158	7921	7581	13715.2	32580	60815.0625	8150.7207	9974.2186	4768.4932	10538.0184	16552.7992	32613.4	34216.2	14139.5999
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	14165.1199	43298	12328.25	52501	46386	13080.1696	22156	23605	16457	20156	10562.1017	53285.2317	87317	28121	24800	29018.25	13064.475	27679	21110	61332	31862.7457	6511	31941.1162	64741	13884	27093.2791	11021.25	19341.8174	18371	54180	34429	71012	26339	11587.0899	12787	20184.5491	4476	139566	22411.25	114676	13958	132320	10462	43058	30753	13774.6822	7921	7581	13715.25	32580	60862.0086	8170.8976	10005.2486	4815.8575	10578.5373	16553.2491	32613.5	34216.25	14139.7499
PWY-6123	inosine-5'-phosphate biosynthesis I	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53204.6	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	14839.9631	46628.6154	13276.2663	56539.5385	49954.1538	13677.2716	23860.3077	25420.7692	17722.9231	21706.4615	11066.0122	57284.1035	94033.6923	30284.1538	26707.6923	31250.1124	13879.6986	29808.1538	22733.8462	66049.8462	34305.3428	7011.8462	34262.2316	69721.0769	14952	29034.9771	11868.7278	20139.2086	19784.1538	58347.6923	37077.3846	76474.4615	28365.0769	12314.2366	13770.6154	21458.5605	4820.3077	150301.8462	24134.8817	123497.2308	15031.6923	142498.4615	11266.7692	46370.1538	33118.6154	14771.1422	8530.3077	8164.1538	14769.9586	35086.1538	65252.1826	8674.239	10582.3858	4891.2056	11140.9287	17823.781	35121.6095	36847.9586	15226.4911
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	16136.1372	50514.3333	14382.6667	61251.1667	54117	14875.6899	25848.6667	27539.1667	19199.8333	23515.3333	12032.4513	62072.4635	101869.8333	32807.8333	28933.3333	33854.3333	15063.6813	32292.1667	24628.3333	71554	37165.3322	7596.1667	37137.0363	75531.1667	16198	31475.1137	12857.8333	21916.2781	21432.8333	63210	40167.1667	82847.3333	30728.8333	13364.0816	14918.1667	23286.9335	5222	162827	26146.1667	133788.6667	16284.3333	154373.3333	12205.6667	50234.3333	35878.5	16011.1845	9241.1667	8844.5	16000.8333	38010	70731.9476	9415.1288	11491.9582	5340.3739	12105.4686	19309.4998	38048.5	39918.6667	16495.5
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	14742.3027	49483.4286	14088.4081	60001.1429	53012.5714	13516.087	25321.1429	26977.1429	18808	23035.4286	10995.1409	60566.4848	99790.8571	32138.2857	28342.8571	33162.6939	14289.43	31633.1429	24125.7143	70093.7143	36387.0153	7441.1429	36054.0676	73989.7143	15867.4286	30491.2073	12594.6939	19663.0439	20995.4286	61920	39347.4286	81156.5714	30101.7143	12687.8238	14613.7143	22127.4755	5115.4286	159504	25611.8367	131058.2857	15952	151222.8571	11956.5714	49209.1429	35146.2857	15533.2768	9052.5714	8664	15673.551	37234.2857	68590.0904	8914.2783	10777.4815	4395.5706	11223.614	18908.8152	37270.5306	39103.2653	16156.6529
PWY-6151	S-adenosyl-L-methionine cycle I	12749.4865	43298	12327.25	52501	46386	11678.1725	22156	23605	16457	20156	9509.1525	52961.2295	87317	28121	24800	29017.25	12436.203	27679	21110	61332	31835.7457	6511	31500.1005	64741	13884	26630.2537	11020.25	16953.0541	18371	54180	34429	71012	26339	11043.8663	12787	19263.1896	4476	139566	22410.25	114676	13958	132320	10462	43058	30753	13569.6737	7921	7581	13714.25	32580	59914.9656	7755.6969	9361.7509	3734.9681	9730.5199	16544.2491	32611.5	34215.25	14136.7499
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53205.32	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-621	sucrose degradation III (sucrose invertase)	13879.0327	47234.1818	13447.8843	57273.8182	50602.9091	12711.0301	24170.1818	25750.9091	17953.0909	21988.3636	10351.6697	57767.7503	95254.9091	30677.4545	27054.5455	31655.157	13552.3589	30195.2727	23029.0909	66907.6364	34729.2359	7102.9091	34353.0433	70626.5455	15146.1818	29040.0074	12022.0661	18446.8002	20041.0909	59105.4545	37558.9091	77467.6364	28733.4545	12035.3707	13949.4545	20993.1705	4882.9091	152253.8182	24447.5207	125101.0909	15226.9091	144349.0909	11413.0909	46972.3636	33548.7273	14798.3136	8641.0909	8270.1818	14960.9752	35541.8182	65338.8613	8451.2834	10198.4782	4057.691	10596.7563	18048.0488	35576.1322	37325.7025	15421.8346
PWY-6269	adenosylcobalamin salvage from cobinamide II	0	0	0	0	0	0	0	0	0	0	0	9.4385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	14165.1199	43298	12328.25	52501	46386	13080.1696	22156	23605	16457	20156	10562.1017	53285.2317	87317	28121	24800	29018.25	13064.475	27679	21110	61332	31862.7457	6511	31941.1162	64741	13884	27093.2791	11021.25	19341.8174	18371	54180	34429	71012	26339	11587.0899	12787	20184.5491	4476	139566	22411.25	114676	13958	132320	10462	43058	30753	13774.6822	7921	7581	13715.25	32580	60862.0086	8170.8976	10005.2486	4815.8575	10578.5373	16553.2491	32613.5	34216.25	14139.7499
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	22299.4703	72163.3333	20546.1543	87501.6667	77310	20504.0122	36926.6667	39341.6667	27428.3333	33593.3333	16629.8157	88506.9258	145528.3333	46868.3333	41333.3333	48362.821	21192.0999	46131.6667	35183.3333	102220	53079.4943	10851.6667	52825.8602	107901.6667	23140	44725.7917	18367.821	30028.2056	30618.3333	90300	57381.6667	118353.3333	43898.3333	18808.5503	21311.6667	32787.276	7460	232610	37351.1543	191126.6667	23263.3333	220533.3333	17436.6667	71763.3333	51255	22767.5357	13201.6667	12635	22857.821	54300	100557.77	13233.5741	16079.7079	7025.0083	16846.3045	27580.3877	54353.9753	57026.1543	23563.4628
PWY-6317	galactose degradation I (Leloir pathway)	0	0	0	0	0	0	0	0	0	0	0	9.5298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6353	purine nucleotides degradation II (aerobic)	4311.8347	0	3.6661	0	0	4212.4417	0	0	0	0	3208.634	1187.7367	0	0	0	3.6664	2108.1808	0	0	0	98.8463	0	1576.5736	0	0	1645.2862	3.6661	6959.4489	0	0	0	0	0	1826.8881	0	3105.6812	0	0	3.6664	0	0	0	0	0	0	731.4296	0	0	3.6662	0	3374.6516	1386.19	2095.1224	2592.9808	2680.5334	32.9671	7.3325	3.6665	10.9957
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53204.96	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53204.9	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	13837	43298	12328	52501	46386	12757	22156	23605	16457	20156	10318	53205.05	87317	28121	24800	29018	12913	27679	21110	61332	31856	6511	31832	64741	13884	26979	11021	18798	18371	54180	34429	71012	26339	11456	12787	19962	4476	139566	22411	114676	13958	132320	10462	43058	30753	13724	7921	7581	13715	32580	60628	8071	9852	4588	10379	16551	32613	34216	14139
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	12424	43298	12327	52501	46386	11358	22156	23605	16457	20156	9267	52880.6	87317	28121	24800	29017	12285	27679	21110	61332	31829	6511	31391	64741	13884	26516	11020	16416	18371	54180	34429	71012	26339	10913	12787	19041	4476	139566	22410	114676	13958	132320	10462	43058	30753	13519	7921	7581	13714	32580	59681	7656	9209	3517	9532	16542	32611	34215	14136
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	0	0	0	0	0	0	0	0	0	0	0	7.1995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6519	8-amino-7-oxononanoate biosynthesis I	19204.073	64361.8919	18324.4693	78042.027	68952.1622	17608.9832	32934.5946	35088.5135	24463.1081	29961.6216	14322.768	78784.2117	129795.5405	41801.4865	36864.8649	43133.9288	18598.5025	41144.4595	31379.7297	91169.1892	47328.2329	9678.5135	46903.3218	96236.6216	20638.3784	39668.2943	16381.6315	25624.9221	27308.2432	80537.8378	51178.2432	105558.3784	39152.5676	16513.6212	19007.7027	28799.1062	6653.5135	207462.973	33312.7126	170464.3243	20748.3784	196691.8919	15551.6216	64005.1351	45713.9189	20207.7894	11774.4595	11269.0541	20386.2261	48429.7297	89232.1051	11602.9162	14031.0114	5740.5967	14615.5564	24594.4117	48476.9116	50860.6855	21014.624
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	4857.1545	0	4.4989	0	0	4725.7238	0	0	0	0	3614.9535	1431.8288	0	0	0	4.4995	2464.8813	0	0	0	121.1918	0	1905.2232	0	0	1981.3444	4.4988	7742.5223	0	0	0	0	0	2138.2227	0	3638.8532	0	0	4.4994	0	0	0	0	0	0	882.8865	0	0	4.499	0	4070.5077	1616.975	2417.4979	2809.0112	3057.6218	40.434	8.9983	4.4996	13.4914
