pathway	description	X16S_1_10_S10_L001	X16S_1_11_S11_L001	X16S_1_12_S12_L001	X16S_1_13_S13_L001	X16S_1_14_S14_L001	X16S_1_15_S15_L001	X16S_1_16_S16_L001	X16S_1_17_S17_L001	X16S_1_18_S18_L001	X16S_1_19_S19_L001	X16S_1_1_S1_L001	X16S_1_20_S20_L001	X16S_1_21_S21_L001	X16S_1_22_S22_L001	X16S_1_23_S23_L001	X16S_1_24_S24_L001	X16S_1_25_S25_L001	X16S_1_26_S26_L001	X16S_1_27_S27_L001	X16S_1_28_S28_L001	X16S_1_29_S29_L001	X16S_1_2_S2_L001	X16S_1_30_S30_L001	X16S_1_31_S31_L001	X16S_1_32_S32_L001	X16S_1_33_S33_L001	X16S_1_34_S34_L001	X16S_1_35_S35_L001	X16S_1_36_S36_L001	X16S_1_37_S37_L001	X16S_1_38_S38_L001	X16S_1_39_S39_L001	X16S_1_3_S3_L001	X16S_1_40_S40_L001	X16S_1_41_S41_L001	X16S_1_42_S42_L001	X16S_1_43_S43_L001	X16S_1_44_S44_L001	X16S_1_45_S45_L001	X16S_1_46_S46_L001	X16S_1_47_S47_L001	X16S_1_48_S48_L001	X16S_1_49_S49_L001	X16S_1_4_S4_L001	X16S_1_50_S50_L001	X16S_1_51_S51_L001	X16S_1_52_S52_L001	X16S_1_53_S53_L001	X16S_1_54_S54_L001	X16S_1_55_S55_L001	X16S_1_56_S56_L001	X16S_1_57_S57_L001	X16S_1_58_S58_L001	X16S_1_59_S59_L001	X16S_1_5_S5_L001	X16S_1_6_S6_L001	X16S_1_7_S7_L001	X16S_1_8_S8_L001	X16S_1_9_S9_L001
PWY-5837	1 4-dihydroxy-2-naphthoate biosynthesis I	37339.0613	16841.1405	3122.2283	11839.909	7254.6935	63201.5267	2439.9049	6951.2273	3822.3588	2874.3767	13860.5217	64055.1493	9414.2509	5988.4538	9337.95	13999.4886	28321.2135	4579.9434	5063.3411	72668.8498	16069.4451	21519.6649	20497.1415	18272.781	22035.5308	76078.3507	4670.427	33710.1138	21719.6119	41113.236	40027.0633	33065.6001	4583.4422	18596.8013	41310.7818	26568.8074	31819.84	30004.6614	53116.2017	24652.1566	30858.6215	147989.1502	52212.9665	13689.6883	52878.5607	28727.6459	6919.6544	25118.5355	31582.4346	123261.1272	87862.0507	16749.6141	10452.1102	16764.023	19922.1072	5174.5069	8955.7356	4903.0132	5930.3146
PWY-5838	superpathway of menaquinol-8 biosynthesis I	61101.6711	39317.2255	8322.8409	29530.7156	17629.9913	96569.7536	6391.7593	16455.804	8174.0717	7397.035	22888.8616	105594.7361	25541.7794	14229.6239	20117.1623	31570.302	43508.9449	11674.8717	10492.366	123888.2621	27863.0135	21885.9423	33405.453	38891.8409	19357.3794	132176.696	8077.3893	55901.1765	39491.1662	86022.2465	62067.0538	63532.761	11365.0782	30437.21	58112.9952	41190.8973	35506.678	65656.9197	55615.9993	58732.2373	52856.2922	198180.3238	51418.7518	27696.591	85362.8478	45549.8602	12355.758	37282.2112	38913.0252	214195.5573	141846.685	30796.774	19004.5945	28468.9683	30983.0862	11101.7577	21568.1152	12888.3518	14159.5603
PWY-5840	superpathway of menaquinol-7 biosynthesis	59819.0823	38185.5758	7914.8673	28902.941	17274.5165	95045.5057	6283.2684	16256.1573	7994.5847	7270.2949	22170.2332	104920.6238	25131.6963	13978.1979	19625.2023	30989.7853	43122.4957	11443.3384	10305.443	123049.3836	27602.2774	26074.0433	32704.0627	38203.1244	25427.6157	130402.0166	7900.5302	54466.4876	38493.3126	84160.9731	62051.5958	62514.2666	11132.0823	29435.3902	58851.1919	40232.1074	39063.8076	64684.3521	63670.243	57859.5451	51903.7736	203896.0801	63624.7368	27319.5675	84685.4591	44354.4006	12168.7906	37369.4521	41930.6441	215725.3004	139177.6654	29970.579	18451.9407	27967.5887	30036.003	10893.7832	21163.4319	12626.5119	13889.2485
PWY-5845	superpathway of menaquinol-9 biosynthesis	30547.8204	18387.7983	2476.636	7587.4055	2875.7296	69118.0339	3381.7622	14257.0709	1876.7695	894.4546	14189.9356	48397.4375	8316.6379	4435.2874	3515.2724	5129.6389	16201.484	2500.8243	3821.5802	33129.5918	2840.2745	4831.0619	16485.8984	2337.734	277.1309	71337.92	1711.6515	36355.5679	224.8086	28429.0933	2312.7724	6683.9947	632.9533	16784.6783	28158.4615	26512.7983	5694.8015	12555.5803	22678.861	8548.9626	34312.0566	31449.6439	5487.0639	499.8466	39250.0643	26071.9362	5197.5829	3928.053	2026.3591	183540.2289	116045.0082	26107.487	15508.898	21549.9881	13808.4288	1855.0998	12880.8419	2821.1934	1623.8255
PWY-5850	superpathway of menaquinol-6 biosynthesis I	30547.8204	18387.7983	2476.636	7587.4055	2875.7296	69118.0339	3381.7622	14257.0709	1876.7695	894.4546	14189.9356	48397.4375	8316.6379	4435.2874	3515.2724	5129.6389	16201.484	2500.8243	3821.5802	33129.5918	1541.5717	4831.0619	16485.8984	2337.734	277.1309	71337.92	1711.6515	36355.5679	224.8086	28429.0933	2312.7724	3649.5029	632.9533	16784.6783	28158.4615	26512.7983	5694.8015	12555.5803	22678.861	8548.9626	34312.0566	31449.6439	5487.0639	499.8466	39250.0643	26071.9362	5197.5829	3928.053	2026.3591	183540.2289	116045.0082	26107.487	15508.898	21549.9881	13808.4288	1855.0998	12880.8419	2821.1934	1623.8255
PWY-5855	ubiquinol-7 biosynthesis prokaryotic	88422.8489	57076.4353	9595.2917	46179.6757	49141.9269	93931.279	15126.342	48397.4275	24815.1768	13116.2943	40922.5073	108146.1292	96591.7658	32241.6466	41011.0736	48275.8682	34545.123	25708.0906	13627.6554	123298.9036	24561.7116	8613.8376	49994.9342	55903.7853	7007.416	158387.8255	28336.586	109523.0482	174994.2094	173335.8719	55053.7567	125815.001	26937.6023	57735.4432	34427.9066	66601.0615	18761.9387	95362.5814	22524.6391	149990.6359	89519.9363	133574.8278	23008.371	37165.0808	90606.1569	70242.3367	17183.5703	22248.4076	22539.8092	211433.1715	198918.3663	53400.1317	46164.6282	30489.7183	48792.4332	22258.9772	56799.2895	23659.8594	37828.7402
PWY-5856	ubiquinol-9 biosynthesis prokaryotic	88422.8489	57076.4353	9595.2917	46179.6757	49141.9269	93931.279	15126.342	48397.4275	24815.1768	13116.2943	40922.5073	108146.1292	96591.7658	32241.6466	41011.0736	48275.8682	34545.123	25708.0906	13627.6554	123298.9036	24561.7116	8613.8376	49994.9342	55903.7853	7007.416	158387.8255	28336.586	109523.0482	174994.2094	173335.8719	55053.7567	125815.001	26937.6023	57735.4432	34427.9066	66601.0615	18761.9387	95362.5814	22524.6391	149990.6359	89519.9363	133574.8278	23008.371	37165.0808	90606.1569	70242.3367	17183.5703	22248.4076	22539.8092	211433.1715	198918.3663	53400.1317	46164.6282	30489.7183	48792.4332	22258.9772	56799.2895	23659.8594	37828.7402
PWY-5857	ubiquinol-10 biosynthesis prokaryotic	88422.8489	57076.4353	9595.2917	46179.6757	49141.9269	93931.279	15126.342	48397.4275	24815.1768	13116.2943	40922.5073	108146.1292	96591.7658	32241.6466	41011.0736	48275.8682	34545.123	25708.0906	13627.6554	123298.9036	24561.7116	8613.8376	49994.9342	55903.7853	7007.416	158387.8255	28336.586	109523.0482	174994.2094	173335.8719	55053.7567	125815.001	26937.6023	57735.4432	34427.9066	66601.0615	18761.9387	95362.5814	22524.6391	149990.6359	89519.9363	133574.8278	23008.371	37165.0808	90606.1569	70242.3367	17183.5703	22248.4076	22539.8092	211433.1715	198918.3663	53400.1317	46164.6282	30489.7183	48792.4332	22258.9772	56799.2895	23659.8594	37828.7402
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	21786.592	12600.9401	1681.6147	5121.0595	1931.9199	52378.1039	2291.3498	9867.2719	1264.9129	598.9294	10070.874	34702.9324	5606.3642	2999.8414	2371.0551	3454.4866	11538.0151	1681.8331	2615.2399	22926.9284	1034.4411	3398.3645	11680.5156	1563.9374	185.3638	51319.1713	1158.4807	25877.6412	149.9284	19337.5146	1550.4814	2442.9566	423.0245	11837.8898	20554.1296	19137.5467	3943.5624	8466.6642	16697.3831	5739.343	24829.8423	21693.9619	3757.7318	333.6578	27863.0676	18771.2471	3612.1406	2659.8697	1367.8688	140827.7147	86269.2135	19244.6662	11257.6637	16282.5731	9749.5973	1250.1457	8905.3375	1898.6227	1088.8552
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	46847.8488	27828.379	5909.006	20673.7044	12331.1651	77382.8806	4394.7267	11456.403	5719.8539	5116.9181	16914.2971	83140.131	17625.9022	9943.5163	14366.3902	22434.915	35012.0711	8112.3945	7528.5681	95714.1622	21049.3207	19118.4128	25298.1031	27522.9774	16755.5383	101961.1702	5795.2044	41292.7769	28174.8702	61022.2954	48647.3061	45589.1373	7932.1576	22528.0628	47183.498	31159.7685	30840.1294	46538.662	48263.9628	41125.657	40101.7924	167522.5276	45620.492	19872.6586	65593.7621	34878.7096	9119.9804	29134.6763	34050.8302	168599.2029	108220.4322	23140.613	14076.975	22472.5686	23611.3309	7908.9755	15293.4903	8977.3156	9941.6803
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	21786.592	12600.9401	1681.6147	5121.0595	1931.9199	52378.1039	2291.3498	9867.2719	1264.9129	598.9294	10070.874	34702.9324	5606.3642	2999.8414	2371.0551	3454.4866	11538.0151	1681.8331	2615.2399	22926.9284	1916.4775	3398.3645	11680.5156	1563.9374	185.3638	51319.1713	1158.4807	25877.6412	149.9284	19337.5146	1550.4814	4489.5015	423.0245	11837.8898	20554.1296	19137.5467	3943.5624	8466.6642	16697.3831	5739.343	24829.8423	21693.9619	3757.7318	333.6578	27863.0676	18771.2471	3612.1406	2659.8697	1367.8688	140827.7147	86269.2135	19244.6662	11257.6637	16282.5731	9749.5973	1250.1457	8905.3375	1898.6227	1088.8552
PWY-5863	superpathway of phylloquinol biosynthesis	40862.6602	19012.4925	3529.6795	13409.8593	8207.4805	68015.4888	2772.7832	7876.2409	4318.9905	3264.0721	15310.101	70170.8607	10690.6088	6780.6702	10509.7213	15791.1217	30594.8082	5193.8716	5692.3045	79815.7182	17799.8	22141.9459	22500.3516	20617.6499	22527.2792	83647.1674	5162.3148	37216.6845	24195.7933	46342.0536	43717.4776	37087.0833	5190.6856	20611.1728	44612.7567	29060.6178	33065.157	33853.6908	55166.7813	27900.179	33950.4331	156687.0457	53212.9778	15389.0519	58079.2795	31338.4628	7704.2876	27451.736	33164.1187	133753.3389	95975.0035	18540.9489	11524.5942	18239.296	21824.8385	5830.3441	10112.955	5558.9679	6702.3685
PWY-5896	superpathway of menaquinol-10 biosynthesis	30547.8204	18387.7983	2476.636	7587.4055	2875.7296	69118.0339	3381.7622	14257.0709	1876.7695	894.4546	14189.9356	48397.4375	8316.6379	4435.2874	3515.2724	5129.6389	16201.484	2500.8243	3821.5802	33129.5918	1541.5717	4831.0619	16485.8984	2337.734	277.1309	71337.92	1711.6515	36355.5679	224.8086	28429.0933	2312.7724	3649.5029	632.9533	16784.6783	28158.4615	26512.7983	5694.8015	12555.5803	22678.861	8548.9626	34312.0566	31449.6439	5487.0639	499.8466	39250.0643	26071.9362	5197.5829	3928.053	2026.3591	183540.2289	116045.0082	26107.487	15508.898	21549.9881	13808.4288	1855.0998	12880.8419	2821.1934	1623.8255
PWY-5897	superpathway of menaquinol-11 biosynthesis	58475.8708	36155.3038	7554.112	26972.6201	16118.7094	93940.3286	5789.724	15087.1545	7556.9935	6720.8087	21735.6203	101823.8758	23054.1246	13037.44	18632.4516	29151.8913	42277.1892	10618.354	9771.8371	118521.5275	26523.7343	25418.6822	31870.6439	36067.6745	24824.2829	126478.0777	7612.6035	53077.4447	37045.9507	79833.6497	59924.3679	59464.002	10374.2845	28965.8133	57213.7737	39427.394	38123.4032	60761.5532	62189.1584	53804.4018	50370.2657	198431.9499	62013.2765	25862.7339	81980.0713	43682.3689	11685.8248	36178.8225	40823.7039	207948.244	136197.6378	29151.3658	17960.1654	27473.5642	29654.1528	10291.0364	19762.0534	11698.4085	12975.0147
PWY-5898	superpathway of menaquinol-12 biosynthesis	58475.8708	36155.3038	7554.112	26972.6201	16118.7094	93940.3286	5789.724	15087.1545	7556.9935	6720.8087	21735.6203	101823.8758	23054.1246	13037.44	18632.4516	29151.8913	42277.1892	10618.354	9771.8371	118521.5275	26523.7343	25418.6822	31870.6439	36067.6745	24824.2829	126478.0777	7612.6035	53077.4447	37045.9507	79833.6497	59924.3679	59464.002	10374.2845	28965.8133	57213.7737	39427.394	38123.4032	60761.5532	62189.1584	53804.4018	50370.2657	198431.9499	62013.2765	25862.7339	81980.0713	43682.3689	11685.8248	36178.8225	40823.7039	207948.244	136197.6378	29151.3658	17960.1654	27473.5642	29654.1528	10291.0364	19762.0534	11698.4085	12975.0147
PWY-5899	superpathway of menaquinol-13 biosynthesis	58475.8708	36155.3038	7554.112	26972.6201	16118.7094	93940.3286	5789.724	15087.1545	7556.9935	6720.8087	21735.6203	101823.8758	23054.1246	13037.44	18632.4516	29151.8913	42277.1892	10618.354	9771.8371	118521.5275	26523.7343	25418.6822	31870.6439	36067.6745	24824.2829	126478.0777	7612.6035	53077.4447	37045.9507	79833.6497	59924.3679	59464.002	10374.2845	28965.8133	57213.7737	39427.394	38123.4032	60761.5532	62189.1584	53804.4018	50370.2657	198431.9499	62013.2765	25862.7339	81980.0713	43682.3689	11685.8248	36178.8225	40823.7039	207948.244	136197.6378	29151.3658	17960.1654	27473.5642	29654.1528	10291.0364	19762.0534	11698.4085	12975.0147
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I via mevalonate	2592.2367	11960.2604	1288.6276	13958.15	4017.7889	2697.7833	1724.6596	5388.797	994.0331	2046.3309	806.8116	3091.3946	11956.7432	6238.4654	12988.8707	13432.2342	275.8098	5761.8773	5823.7536	73940.7173	18866.8842	390.1781	1956.0564	29484.9251	1958.4369	10733.5111	5112.6297	3921.1461	21206.6578	28757.0134	34356.9298	35727.1181	2537.2976	2499.4689	21740.3642	1253.6094	9945.4668	23990.0151	14402.1905	26606.0431	8680.1039	102014.7895	114.8241	12507.605	40446.9503	1531.917	6317.192	23765.7045	6030.0193	120242.9322	4996.2665	2469.6129	1625.9606	814.861	890.9982	2056.8207	2925.3263	4694.1059	3593.0515
PWY-5913	TCA cycle VI obligate autotrophs	114297.0192	70531.3733	13166.7914	57766.9266	50572.6877	138340.412	15214.7064	58101.7293	25331.7341	17213.6433	54366.5611	172453.0646	90287.3212	35982.5136	45886.0713	58796.3407	56921.2839	25830.969	15119.7168	125078.5499	25542.044	12831.3938	67232.6161	60622.4653	11687.7015	235970.3831	10573.5669	150261.1233	140400.2024	186453.9555	60385.1467	126093.0229	27757.8922	78102.7061	42666.2155	85984.6543	25108.7434	125364.4275	35940.6338	154045.7086	114538.088	159679.8818	38290.8884	48260.6735	103498.5904	95588.2588	19499.9216	27417.5202	28419.8149	269110.505	271601.5055	68377.8277	56795.5365	47768.1244	60861.3319	26221.0375	61786.1299	29158.8855	39116.8515
PWY-5918	superpathay of heme biosynthesis from glutamate	107342.6158	76285.8331	12337.938	65921.1898	61289.4861	125181.4702	19366.7185	55611.7035	31339.511	17980.3633	51545.1179	153213.7644	123985.1158	43091.5766	54562.6454	67751.8053	52348.8876	34936.5357	20049.824	197924.0523	46761.473	24693.7847	65611.17	88952.9035	20615.0478	205703.3003	28983.1826	133918.3691	164121.6773	233520.9608	100423.1778	164394.3826	35123.8819	70495.3378	86076.4757	83459.9028	46191.1916	138979.5972	68246.258	197020.3316	107892.782	260781.61	50100.6561	49572.1803	143679.2421	85361.0647	23171.8262	62331.3404	48174.1124	311198.1282	248992.6033	65535.3184	50186.592	44444.6111	62088.3203	28262.6742	69885.9724	33094.9423	47636.1158
PWY-5920	superpathway of heme biosynthesis from glycine	67588.4266	44308.507	7644.8134	42330.8497	33469.5047	96798.8	11992.31	30337.239	17987.7035	10943.7833	36035.7582	111313.5719	59993.6913	23151.1025	33520.5613	45575.0989	37636.0621	19098.1869	12129.7103	133914.3128	25512.7105	15288.5911	44577.6708	51687.4763	13710.4643	158684.5382	25346.303	94544.5421	82108.1748	147337.5464	55151.7638	106566.0647	15025.464	47206.1225	49956.0436	54534.1204	27955.2984	88079.5643	35891.8845	107741.8435	76542.5708	170227.829	40169.891	32824.2817	100196.3069	60844.308	16207.6997	26739.2735	32572.3352	260196.6989	181903.1433	46741.318	33461.766	33591.477	43456.8368	15820.1823	35079.9269	18940.7154	23529.1163
PWY-5941	glycogen degradation II eukaryotic	18704.8095	19702.531	4431.1771	2108.1467	898.8943	8309.3918	372.9008	1968.1334	3025.2124	135.6212	10987.7022	36577.3628	2217.1446	2554.1291	563.7701	555.4402	9505.1603	1201.5174	1433.7076	9559.4569	3.9997	0	2303.4346	792.0865	7.9902	25679.5419	3.9991	26742.0689	1327.6557	6051.9275	0	4364.1836	155.5505	16098.2168	0	5942.1801	0	3316.4358	2248.8129	2007.2288	15355.1913	259.4889	0	888.9706	22991.5016	10565.5382	597.1835	1163.1969	0	19832.255	65336.0933	17351.1141	11375.4499	5113.6749	4225.4803	1345.1328	733.7902	590.5115	246.9937
PWY-5971	palmitate biosynthesis II bacteria and plants	71103.7207	45476.2797	8482.2139	33423.5489	36163.3344	62253.3697	9412.934	18711.5853	18021.9143	6389.608	29635.8756	113603.5213	89060.0436	24790.1113	48175.6368	37908.9134	26264.5355	16945.6506	4165.1595	117312.9957	871.6318	2950.915	35328.312	34157.9758	6218.4957	148958.1857	9182.091	90766.5472	17347.1283	170638.2952	54900.6917	108030.5152	13026.0678	54634.1707	39659.2776	42793.0402	27515.6145	70395.466	28613.3042	138677.0726	83066.355	135744.7582	783.6495	22315.3657	117890.1067	51585.206	13084.9958	19198.9555	976.2652	206601.181	190572.2785	72833.5526	42425.6416	37752.2693	40861.5593	14374.0736	49641.8757	17225.2633	27020.2236
PWY-5973	cis-vaccenate biosynthesis	190175.2945	208447.5149	35521.2565	173139.039	133863.7904	220088.3874	69906.3918	120009.2204	63839.4203	58435.8754	96983.1029	254004.5643	272352.9123	106868.3689	116205.5859	167372.1309	91518.7012	93506.5585	49536.6606	351080.0498	88985.9289	39890.4627	125811.4671	224877.6064	36476.7438	380146.2044	46721.5378	250877.1613	240167.0421	559705.8987	174436.2663	368942.4251	83545.0909	131800.956	136272.4179	149015.1302	70596.2208	371396.5597	101337.87	454885.4146	189609.3543	389086.2861	95077.3335	130360.0037	270046.2207	153865.0041	49716.6834	96624.0595	74053.2507	469150.1505	408597.7725	121049.804	80129.4862	72960.538	114664.3642	62869.536	138635.3974	85075.8132	102515.9981
PWY-5989	stearate biosynthesis II bacteria and plants	85913.853	33381.7398	6043.4549	28781.508	34499.4312	69607.9771	7715.1468	15633.3921	16087.0955	5835.7188	33100.7415	99431.3057	86942.0978	22502.1625	38307.6998	32792.5318	26514.3027	18020.4099	9140.2316	111258.8777	19599.6222	12017.2828	41514.1482	31123.0165	11818.7612	134342.9763	8939.7472	89453.3279	76530.7737	150616.4751	42826.7082	104640.2887	16456.5688	62991.7569	34577.8416	39872.1314	23025.6051	55889.3906	28300.4992	119314.7062	76513.4767	128594.9465	28171.9873	21504.5338	102071.2847	65558.6669	12840.8451	14279.1681	32021.0081	200283.7959	178481.9847	70968.7679	42065.2241	35028.602	47538.904	12935.8553	56171.666	14896.3897	30326.61
PWY-6071	superpathway of phenylethylamine degradation	16411.2261	11214.0791	2152.3519	3271.0825	4300.4928	14700.3299	1052.3668	2928.0755	1873.0425	1133.6128	7189.056	22739.3914	3292.6259	1570.6969	2393.0946	3065.7018	9644.9013	1248.0653	859.3461	7801.8025	1202.082	389.4558	10868.9011	2890.7145	545.3186	30655.7762	326.8147	19288.4502	2861.1681	9373.5489	4961.8618	8970.9991	2128.4432	9401.2947	3499.6947	11517.3038	1282.8032	8906.2851	191.1983	6274.8546	17497.2611	14925.5446	38.0474	4118.9054	10128.5337	12664.1518	1078.9277	2455.2802	0	26274.217	32591.303	7896.1366	6522.1185	2215.888	8735.7104	1648.4998	5257.8986	2045.6509	2152.102
PWY-6107	chlorosalicylate degradation	5760.8587	2297.2651	200.6139	2502.8554	1961.756	799.4502	275.3273	1206.4905	849.8942	305.8039	1023.6762	2550.1341	1317.8425	922.6625	1683.2458	3709.9908	1165.8674	339.3741	741.1252	6100.3808	1004.3692	1338.7813	1567.5783	2001.2006	813.9667	12099.3809	338.5545	8357.2093	3214.3401	14803.7885	6227.1315	6620.5214	770.5847	3362.7681	3238.2145	676.2292	2704.3155	13307.7492	5048.8878	5942.8131	3644.1662	19578.5615	7647.8845	4173.6635	4465.854	1210.4615	803.8723	1985.8225	2948.7956	17024.9332	5845.1194	2126.6649	1504.8912	1743.3347	447.1903	730.4939	3365.9776	789.5466	1816.4927
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	167057.634	220738.4283	46123.7523	208428.5289	127840.1554	193032.1519	71830.7396	133973.5364	61941.026	71340.6334	84413.8968	231541.8654	247902.0224	108050.5952	112930.5244	175602.5761	87471.7536	98307.033	50333.1388	315551.4846	85201.5813	35319.8519	104888.6128	233929.146	32777.4937	345791.6871	41741.7683	209373.0181	234759.6127	509971.6146	155228.2549	319492.0257	85402.4367	111660.0262	118625.1509	125525.8499	59624.3905	382057.4665	91254.512	422271.2543	160817.3445	355699.6777	80654.9565	135995.7684	235851.7597	126416.9037	46235.6609	92772.2168	61766.4984	434646.5871	371949.6325	95747.3052	69710.456	63766.0008	93174.546	59456.171	121625.1729	98547.1434	95300.6461
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	168814.2293	229804.9231	48393.8223	215802.9904	131405.2584	197929	74359.8477	138863.3687	62706.4369	73875.4642	85225.6565	237230.6086	256576.2579	111719.6955	114944.1791	181787.7865	89752.1106	101827.8629	51955.6314	322539.1176	88226.9518	36152.3655	106481.6959	242250.233	33455.7072	352655.735	42874.2723	210682.0005	229275.4018	522634.9558	157577.1089	326426.8543	88081.7669	111332.1265	121364.134	127374.6973	60523.5764	394570.2898	92699.3852	435143.2813	163197.3763	361091.0716	81343.0109	139897.2593	241453.5375	128575.7717	47531.5267	95675.229	62971.1576	436182.0081	377598.4636	97287.547	69862.4593	65077.3482	94089.5173	61017.3073	123968.5479	102087.023	97303.7828
PWY-6123	inosine-5'-phosphate biosynthesis I	146554.9507	188785.7926	34616.9757	166133.8135	108035.6064	170817.6559	60440.3452	113807.056	52393.8144	60035.2607	73071.3103	210646.7512	221487.1517	92641.635	95501.7279	147106.0191	78033.3775	82821.46	43444.2483	277252.5957	74177.2743	30735.1048	90623.4455	203010.7471	28221.7564	301123.92	36546.3957	182096.0631	197708.986	447987.2487	136669.2406	280128.6272	73212.9497	96258.2619	103587.3319	108577.8764	51760.5308	331876.0987	79715.3675	376732.5338	139567.6498	300332.5651	70856.2434	120098.148	205994.1475	110464.1867	40555.4276	78997.5963	54370.362	389402.6077	330006.3856	84691.9744	59560.7801	55570.4935	79858.3781	51706.8316	108377.7273	80176.6664	81505.2916
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	161694.9825	200923.312	38475.6151	172834.0352	116171.651	194504.5753	62777.5219	119386.8926	55427.4232	60644.5187	79217.1349	244737.905	232644.8841	97130.4421	100854.5517	155262.7596	89056.7451	86969.1051	45758.035	304881.2858	79500.728	37146.7327	100720.7485	210462.4815	34203.5915	348886.4431	39153.9917	200656.7464	212886.1085	472054.9075	149844.9097	299949.5534	77727.4278	105713.2696	114033.3657	120033.5523	61406.8164	352461.5612	94392.6297	398173.6914	157679.4032	354599.9892	87258.9112	125890.4691	223408.6055	124088.7513	43402.9611	85380.4859	64399.457	443437.498	367874.846	95200.5824	67839.7977	64653.0189	88222.7203	55470.8122	118894.8114	85174.1521	87723.5394
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	176549.2175	236961.9212	49260.5356	215787.1785	135049.3346	210463.6528	72764.789	140002.4543	63481.3938	73714.9577	87416.6029	262401.938	268704.3126	112565.501	114660.8698	185096.9775	96040.4854	102532.4256	53221.2457	346485.5819	91544.2259	41277.0946	109444.6437	245526.5295	38228.5487	370489.5078	43680.3586	218281.239	238854.7719	535513.6294	168270.5057	336072.2231	91143.2212	114639.1272	127571.0949	131331.3247	68320.4421	411406.2996	106096.6968	454269.0093	168716.9157	396491.0127	95223.7662	147463.2771	246532.8823	132785.4447	48195.3219	97085.4811	71777.6479	471613.519	398434.399	102650.6908	72564.2715	68219.9857	96460.3354	63444.4533	136791.3424	103937.4793	101006.7269
PWY-6143	CMP-pseudaminate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	124199.3949	80237.01	9451.133	83251.2486	66897.7006	149102.9319	32100.2588	66696.9607	31497.2947	28677.1748	54387.1483	180901.0903	125438.8055	52656.168	65055.8871	82111.7708	65602.7789	45776.5568	24150.408	208916.061	48465.221	30534.1302	72155.7737	110888.7317	29474.6819	244791.5052	30792.7942	145675.2969	166377.9874	245816.4647	103860.4561	179422.6	42910.9663	81472.9518	84158.8271	87390.0836	49877.4183	182095.729	74689.8723	230657.1077	118418.3488	264238.3994	73897.7665	70983.8438	165371.2501	91960.9204	27799.421	56812.2088	52047.7118	376757.9654	294921.2821	73172.0591	56032.8757	53091.202	65803.3861	33354.6091	71942.993	41665.4186	55326.5442
PWY-6148	tetrahydromethanopterin biosynthesis	0	179.2965	0	2326.5688	245.5455	0	0	250.175	55.0187	248.1512	0	2.3995	262.9839	256.8102	133.8043	442.5653	0	725.4601	133.0366	2.3999	0	0	0	939.5215	0	83.8479	0	0	0	0	0	688.547	354.0007	26.3281	0	0	0	503.5835	0	420.7991	0	2228.8451	0	777.0307	581.8807	0	80.8295	0	0	1031.0438	0	0	0	0	0	35.8943	76.6074	121.8115	71.8023
PWY-6151	S-adenosyl-L-methionine cycle I	31991.1874	25215.181	3917.7021	29759.778	18479.7911	29420.5361	5298.7361	15325.683	7248.8677	6216.4725	13688.1745	51406.7924	29884.2506	15109.5941	24391.6932	34824.5509	14464.0932	11117.2773	10225.0863	128912.6223	28096.1689	28641.5685	17885.494	33556.9731	27382.6711	96098.4283	9071.1174	50778.2663	113601.1032	105476.2806	81795.3887	77847.2179	7473.1318	19542.7028	64831.4558	15997.4869	47331.8901	81769.2872	72610.1985	61623.5709	42470.648	241172.3308	74963.833	27148.7214	86276.6342	22112.1251	11237.9824	39444.4746	49498.62	225012.3223	81268.8752	24588.0297	20419.347	15989.4791	11633.4628	8197.3907	26024.5448	11641.8136	14638.3233
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	155434.1448	207556.6616	42716.9222	194218.3686	119452.2965	184862.4163	65494.4029	123378.0549	55343.0811	65952.2348	76172.2093	225754.3076	246859.4697	100906.9268	103498.0337	164675.5892	83596.9131	92068.622	47050.7252	299263.3071	78847.38	31655.919	96268.7337	217411.9149	29277.7282	324650.7539	24853.4336	190157.0144	190439.7183	472933.0353	140813.8821	298878.2811	80611.0959	99947.0471	109625.5293	113217.146	52507.6717	358593.5124	80210.553	408112.36	148320.5969	314643.3717	71084.7513	128027.304	214870.4	116742.0867	42586.4408	83256.75	56700.4339	397868.6469	345640.9417	88064.5096	61674.264	58237.6947	83671.0486	56263.3255	119476.636	92441.1227	89835.7446
